1,D
2,C
3,A
4,C
5,A
6,D
7,C
8,C
9,B
10,D
11,B
12,B
13,A
14,C
15,C
16,A
17,C
18,B
19,C
20,A
21,A
22,C
23,C
24,B
25,B
26,B
27,A
28,B
29,C
30,D
31,C
32,D
33,C
34,D
35,B
36,A
37,B
38,B
39,C
40,C
41,A
42,D
43,A
44,D
45,C
46,C
47,D
48,A
49,B
50,C
51,A
52,C
53,C
54,A
55,D
56,B
57,A
58,B
59,A
60,C
61,B
62,B
63,D
64,D
65,B
66,B
67,C
68,B
69,A
70,A
71,D
72,D
73,B
74,C
75,D
76,A
77,A
78,D
79,C
80,D
81,B
82,C
83,B
84,A
85,C
86,D
87,B
88,D
89,D
90,C
91,D
92,B
93,B
94,B
95,B
96,C
97,C
98,A
99,A
100,A
101,B
102,C
103,A
104,A
105,D
106,D
107,A
108,A
109,D
110,D
111,C
112,B
113,C
114,A
115,C
116,B
117,A
118,A
119,B
120,C
121,D
122,A
123,B
124,A
125,A
126,A
127,D
128,B
129,D
130,D
131,C
132,D
133,A
134,B
135,A
136,B
137,D
138,B
139,A
140,C
141,A
142,B
143,A
144,B
145,B
146,A
147,D
148,D
149,C
150,B
151,D
152,B
153,C
154,B
155,A
156,D
157,B
158,B
159,D
160,B
161,D
162,B
163,B
164,C
165,A
166,B
167,C
168,B
169,A
170,B
171,A
172,C
173,C
174,C
175,B
176,B
177,B
178,C
179,C
180,B
181,D
182,D
183,B
184,B
185,D
186,B
187,D
188,D
189,A
190,A
191,A
192,D
193,A
194,D
195,C
196,A
197,A
198,A
199,A
200,B
201,D
202,D
203,B
204,A
205,B
206,A
207,A
208,C
209,A
210,A
211,C
212,A
213,C
214,C
215,B
216,A
217,C
218,B
219,C
220,B
221,A
222,B
223,D
224,C
225,A
226,D
227,D
228,D
229,B
230,B
231,A
232,D
233,B
234,A
235,C
236,D
237,C
238,A
239,D
240,B
241,D
242,A
243,B
244,A
245,D
246,A
247,B
248,A
249,A
250,C
251,C
252,D
253,D
254,A
255,A
256,A
257,A
258,D
259,A
260,A
261,C
262,B
263,B
264,C
265,A
266,C
267,C
268,A
269,C
270,B
271,A
272,D
273,D
274,B
275,A
276,A
277,B
278,A
279,D
280,D
281,C
282,A
283,B
284,A
285,C
286,C
287,B
288,A
289,D
290,B
291,B
292,D
293,D
294,A
295,A
296,A
297,C
298,B
299,D
300,A
301,B
302,B
303,B
304,D
305,C
306,B
307,B
308,C
309,C
310,A
311,D
312,C
313,B
314,C
315,A
316,A
317,B
318,C
319,C
320,B
321,A
322,B
323,B
324,A
325,B
326,C
327,A
328,D
329,C
330,A
331,C
332,D
333,A
334,A
335,A
336,C
337,C
338,B
339,D
340,D
341,C
342,C
343,B
344,C
345,C
346,B
347,D
348,D
349,A
350,A
351,A
352,B
353,C
354,B
355,D
356,A
357,A
358,B
359,B
360,B
361,C
362,A
363,D
364,C
365,D
366,C
367,B
368,B
369,C
370,A
371,D
372,D
373,B
374,B
375,B
376,A
377,C
378,A
379,A
380,C
381,D
382,B
383,B
384,C
385,B
386,A
387,B
388,B
389,D
390,D
391,B
392,D
393,C
394,A
395,A
396,B
397,B
398,C
399,A
400,A
401,B
402,D
403,A
404,A
405,C
406,C
407,A
408,D
409,D
410,B
411,A
412,C
413,D
414,B
415,A
416,A
417,B
418,D
419,B
420,D
421,C
422,B
423,B
424,D
425,D
426,D
427,A
428,A
429,C
430,D
431,C
432,B
433,B
434,B
435,D
436,A
437,B
438,B
439,D
440,D
441,A
442,B
443,B
444,B
445,C
446,A
447,C
448,C
449,D
450,B
451,B
452,D
453,B
454,D
455,C
456,D
457,A
458,C
459,B
460,A
461,B
462,D
463,A
464,A
465,A
466,B
467,D
468,C
469,B
470,D
471,A
472,C
473,B
474,C
475,B
476,B
477,B
478,D
479,A
480,C
481,B
482,D
483,B
484,C
485,C
486,C
487,C
488,B
489,A
490,C
491,C
492,C
493,A
494,D
495,D
496,D
497,D
498,B
499,C
500,A
501,B
502,D
503,D
504,A
505,C
506,A
507,C
508,A
509,A
510,A
511,A
512,B
513,A
514,C
515,D
516,A
517,A
518,A
519,D
520,B
521,B
522,B
523,B
524,B
525,B
526,A
527,B
528,D
529,D
530,D
531,B
532,C
533,A
534,D
535,B
536,C
537,A
538,C
539,A
540,B
541,C
542,D
543,C
544,B
545,D
546,A
547,A
548,A
549,D
550,B
551,A
552,A
553,A
554,D
555,B
556,A
557,B
558,A
559,A
560,A
561,D
562,A
563,A
564,B
565,D
566,D
567,D
568,A
569,B
570,C
571,B
572,A
573,C
574,D
575,C
576,C
577,D
578,C
579,B
580,C
581,B
582,A
583,C
584,A
585,D
586,B
587,A
588,B
589,A
590,C
591,B
592,A
593,C
594,B
595,B
596,C
597,C
598,B
599,A
600,A
601,B
602,A
603,B
604,B
605,B
606,D
607,D
608,C
609,A
610,D
611,C
612,A
613,B
614,C
615,C
616,D
617,A
618,C
619,A
620,D
621,C
622,A
623,A
624,B
625,B
626,B
627,B
628,B
629,C
630,A
631,B
632,C
633,D
634,C
635,C
636,A
637,B
638,D
639,C
640,A
641,A
642,C
643,A
644,C
645,C
646,C
647,A
648,B
649,D
650,B
651,B
652,B
653,C
654,A
655,B
656,A
657,B
658,A
659,C
660,D
661,B
662,B
663,D
664,A
665,B
666,A
667,C
668,D
669,D
670,B
671,B
672,B
673,B
674,B
675,C
676,C
677,D
678,B
679,B
680,C
681,B
682,A
683,A
684,B
685,C
686,A
687,B
688,A
689,C
690,A
691,A
692,C
693,B
694,A
695,C
696,A
697,D
698,C
699,A
700,A
701,A
702,D
703,C
704,C
705,C
706,B
707,C
708,B
709,B
710,A
711,A
712,D
713,B
714,C
715,A
716,C
717,B
718,A
719,C
720,C
721,A
722,D
723,D
724,B
725,B
726,C
727,C
728,A
729,D
730,C
731,A
732,A
733,C
734,C
735,B
736,A
737,A
738,C
739,D
740,A
741,B
742,C
743,C
744,A
745,C
746,A
747,C
748,B
749,B
750,B
751,C
752,A
753,C
754,A
755,B
756,A
757,B
758,A
759,B
760,A
761,D
762,A
763,B
764,B
765,D
766,A
767,B
768,D
769,A
770,C
771,D
772,B
773,D
774,A
775,A
776,A
777,C
778,A
779,D
780,C
781,C
782,D
783,C
784,A
785,A
786,C
787,D
788,B
789,B
790,B
791,A
792,A
793,D
794,A
795,A
796,D
797,A
798,D
799,D
800,B
801,B
802,B
803,B
804,D
805,C
806,D
807,C
808,D
809,B
810,C
811,A
812,A
813,B
814,C
815,C
816,A
817,A
818,B
819,A
820,D
821,A
822,A
823,C
824,C
825,B
826,D
827,A
828,C
829,D
830,B
831,D
832,A
833,B
834,A
835,D
836,B
837,D
838,A
839,D
840,B
841,C
842,B
843,D
844,D
845,A
846,C
847,A
848,B
849,A
850,C
851,D
852,A
853,D
854,D
855,A
856,A
857,C
